PID FD NAME
1434 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1434 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1434 mem /usr/lib/x86_64-linux-gnu/libm.so.6
1434 DEL
1434 mem /usr/lib/x86_64-linux-gnu/libffi.so.8.1.0
1434 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1434 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1434 mem /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
1434 mem /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.7200.1
1434 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1434 mem /usr/lib/x86_64-linux-gnu/libX11.so.6.4.0
1434 mem /usr/lib/x86_64-linux-gnu/libsystemd.so.0.32.0
1434 mem /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.7200.1
1434 mem /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.7200.1
1434 mem /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.7200.1
1434 DEL
1434 mem /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1434 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1434 DEL
1434 0r /dev/null
1434 1u type=STREAM
1434 2u type=STREAM
1434 3u [eventfd]
1434 4u [eventfd]
1434 5u [eventfd]
1434 6r pipe
1434 7w pipe
1434 8u type=STREAM
1434 9u [eventfd]
1438 cwd /home/andriy
1438 rtd /
1438 txt /usr/bin/gnome-shell
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 mem /usr/share/fonts/truetype/dejavu/DejaVuSans.ttf
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 mem /usr/share/icons/Humanity/icon-theme.cache
1438 DEL
1438 mem
1438 mem /usr/share/fonts/truetype/dejavu/DejaVuSansMono.ttf
1438 mem /usr/share/fonts/truetype/ubuntu/Ubuntu-R.ttf
1438 mem /usr/share/icons/Adwaita/icon-theme.cache
1438 mem /usr/share/icons/Yaru/icon-theme.cache
1438 mem /usr/lib/x86_64-linux-gnu/gio/modules/libgioremote-volume-monitor.so
1438 mem /usr/lib/x86_64-linux-gnu/libcrypt.so.1.1.0
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libopus.so.0.8.0
1438 mem /usr/lib/x86_64-linux-gnu/libvorbisenc.so.2.0.12
1438 mem /usr/lib/x86_64-linux-gnu/libFLAC.so.8.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2
1438 mem /usr/lib/x86_64-linux-gnu/libasyncns.so.0.3.1
1438 mem /usr/lib/x86_64-linux-gnu/libsndfile.so.1.0.31
1438 mem /usr/lib/x86_64-linux-gnu/pulseaudio/libpulsecommon-15.99.so
1438 mem /usr/lib/x86_64-linux-gnu/libpulse.so.0.24.1
1438 mem /usr/lib/gnome-shell/libgvc.so
1438 mem /usr/lib/x86_64-linux-gnu/libupower-glib.so.3.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libgnome-bluetooth-3.0.so.13.1.0
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Dbusmenu-0.4.typelib
1438 mem /usr/lib/x86_64-linux-gnu/libgweather/Locations.bin
1438 mem /usr/lib/x86_64-linux-gnu/libgeocode-glib.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgweather-3.so.16.0.0
1438 mem /usr/lib/x86_64-linux-gnu/librsvg-2.so.2.48.0
1438 mem /usr/lib/x86_64-linux-gnu/libpulse-mainloop-glib.so.0.0.6
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GnomeBluetooth-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/NMA-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/gdk-pixbuf-2.0/2.10.0/loaders/libpixbufloader-svg.so
1438 mem /usr/share/locale-langpack/en/LC_MESSAGES/gnome-desktop-3.0.mo
1438 mem /usr/share/gnome-shell/gnome-shell-osk-layouts.gresource
1438 mem /usr/share/gnome-shell/theme/Yaru/gnome-shell-icons.gresource
1438 mem /usr/share/gnome-shell/theme/Yaru/gnome-shell-theme.gresource
1438 mem /usr/share/locale-langpack/en/LC_MESSAGES/gnome-control-center-2.0.mo
1438 mem /usr/share/mime/mime.cache
1438 mem /usr/lib/x86_64-linux-gnu/libgdm.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgeoclue-2.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Atspi-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Geoclue-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GWeather-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gdm-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/libibus-1.0.so.5.0.526
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/DBus-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Rsvg-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GIRepository-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/IBus-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/UPowerGlib-1.0.typelib
1438 DEL
1438 mem /usr/share/gnome-shell/gnome-shell-dbus-interfaces.gresource
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GnomeDesktop-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gck-1.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gcr-3.typelib
1438 mem /usr/lib/gnome-shell/Gvc-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/NM-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/PolkitAgent-1.0.typelib
1438 mem /usr/lib/gnome-shell/St-1.0.typelib
1438 mem /usr/lib/gnome-shell/Shell-0.1.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Polkit-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GDesktopEnums-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GdkPixbuf-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gdk-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gtk-3.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/Meta-10.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Atk-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Graphene-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/Cogl-10.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/HarfBuzz-0.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Pango-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/Clutter-10.typelib
1438 mem /usr/lib/x86_64-linux-gnu/libk5crypto.so.3.1
1438 mem /usr/lib/x86_64-linux-gnu/libkrb5.so.3.3
1438 mem /usr/lib/x86_64-linux-gnu/libgssapi_krb5.so.2.2
1438 mem /usr/lib/x86_64-linux-gnu/libsqlite3.so.0.8.6
1438 mem /usr/lib/x86_64-linux-gnu/libsoup-2.4.so.1.11.2
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Gio-2.0.typelib
1438 mem /usr/share/icons/hicolor/icon-theme.cache
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libcanberra-0.30/libcanberra-pulse.so
1438 mem /usr/share/themes/Yaru/gtk-3.0/gtk.gresource
1438 mem /usr/lib/x86_64-linux-gnu/libcanberra-gtk3.so.0.1.9
1438 DEL
1438 DEL
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/gconv/ISO8859-1.so
1438 mem /usr/lib/x86_64-linux-gnu/gtk-3.0/modules/libcanberra-gtk3-module.so
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libdbusmenu-glib.so.4.0.12
1438 mem /usr/lib/x86_64-linux-gnu/libresolv.so.2
1438 mem /usr/lib/x86_64-linux-gnu/libkeyutils.so.1.9
1438 mem /usr/lib/x86_64-linux-gnu/libkrb5support.so.0.1
1438 mem /usr/lib/x86_64-linux-gnu/libpsl.so.5.3.2
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Soup-2.4.typelib
1438 mem /usr/lib/x86_64-linux-gnu/libLLVM-13.so.1
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/Cally-10.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GModule-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/xfixes-4.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/PangoCairo-1.0.typelib
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/xlib-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/CoglPango-10.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GL-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/Json-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/cairo-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GObject-2.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/gjs/girepository-1.0/GjsPrivate-1.0.typelib
1438 mem /usr/lib/x86_64-linux-gnu/girepository-1.0/GLib-2.0.typelib
1438 mem /var/cache/fontconfig/73869067-5791-4405-bff2-6a8a8f91683d-le64.cache-7
1438 mem /var/cache/fontconfig/93b88157-479e-4a15-9c02-337bd30ea3a1-le64.cache-7
1438 mem /var/cache/fontconfig/79fb5470-6c0b-45c4-9db8-55028661434f-le64.cache-7
1438 mem /var/cache/fontconfig/6d0991b5-eff4-42ea-b815-5e84a450b1ef-le64.cache-7
1438 mem /var/cache/fontconfig/67ede2a5-17c3-4f41-b7c8-1f5ff0626b45-le64.cache-7
1438 mem /var/cache/fontconfig/4f43ad5b-1487-4006-b0a0-8da5ee6195c3-le64.cache-7
1438 mem /var/cache/fontconfig/10039d64-1ddb-4416-8750-9d6af6cbbfdb-le64.cache-7
1438 mem /var/cache/fontconfig/f3f5a83d-a34b-4a4e-b1a6-20cb858b6914-le64.cache-7
1438 mem /var/cache/fontconfig/e2491cfd-b57f-4968-b9ac-012cef3f68f9-le64.cache-7
1438 mem /var/cache/fontconfig/ee04d390-ad3c-42fc-b4d4-b4369ea4613d-le64.cache-7
1438 mem /var/cache/fontconfig/352824b6-a40d-4930-9b6e-232506d01d08-le64.cache-7
1438 mem /var/cache/fontconfig/6b957415-5bd2-42b1-99e1-89e25adfa1c1-le64.cache-7
1438 mem /var/cache/fontconfig/d130f171-bd63-41e2-a6e2-a15e189e72cb-le64.cache-7
1438 mem /var/cache/fontconfig/2f03b4cd-64f9-4bd8-9e8d-ea2b3e3940f8-le64.cache-7
1438 mem /var/cache/fontconfig/fd51c4e2-f89d-45ce-9ec8-cb791f583e39-le64.cache-7
1438 mem /var/cache/fontconfig/d100bf3c-d634-44d8-83c8-da76176c9110-le64.cache-7
1438 mem /var/cache/fontconfig/a52fb9f1-ecf2-4221-8bf6-9e44c571ca5f-le64.cache-7
1438 mem /var/cache/fontconfig/dc5f7890-eba8-4bb6-bc5c-785b686850cd-le64.cache-7
1438 mem /var/cache/fontconfig/470a6664-9047-4603-8db7-e2d6006c7b6d-le64.cache-7
1438 mem /var/cache/fontconfig/bf3bf605-afb3-4549-8480-1f0630b36d31-le64.cache-7
1438 mem /var/cache/fontconfig/2a6c534c-4829-40cf-ad82-f5112445daa5-le64.cache-7
1438 mem /var/cache/fontconfig/22103d15-a1c5-4025-802a-973dffa2f270-le64.cache-7
1438 mem /var/cache/fontconfig/0ddf6199-d49f-451f-9e48-0b50af8e4c20-le64.cache-7
1438 mem /var/cache/fontconfig/3faa48f5-138e-4482-97cb-970483cb0437-le64.cache-7
1438 mem /var/cache/fontconfig/2b842ffd-a61d-4f79-a028-9a97f43fdec1-le64.cache-7
1438 mem /var/cache/fontconfig/ee1b288d-074f-4386-b5cd-288fdeea00de-le64.cache-7
1438 mem /var/cache/fontconfig/2ee9f473-d456-415f-8d79-2d40af371bb0-le64.cache-7
1438 mem /var/cache/fontconfig/ae2fc126-ce8d-48e3-b1fc-b4599fa6c12a-le64.cache-7
1438 mem /var/cache/fontconfig/20b01289-aa6a-43cf-90ab-4585f91edfb5-le64.cache-7
1438 mem /var/cache/fontconfig/5e6a07f1-3bf9-4b76-9c51-dc8513d028a7-le64.cache-7
1438 mem /var/cache/fontconfig/219c61b3-5eac-4df3-b62e-12758dd30c41-le64.cache-7
1438 mem /var/cache/fontconfig/3f051f90-318a-45c9-a98f-8dee9d253d96-le64.cache-7
1438 mem /var/cache/fontconfig/402c7322-38d3-469c-9367-6bc5241ebf13-le64.cache-7
1438 mem /var/cache/fontconfig/d6a4f1ca-1b09-4c83-ad35-99e3053d8349-le64.cache-7
1438 mem /var/cache/fontconfig/db07b64b-8548-4f5b-8d67-a94c781134bd-le64.cache-7
1438 mem /var/cache/fontconfig/b78314d3-74e2-4804-8390-a90295b3fd55-le64.cache-7
1438 mem /var/cache/fontconfig/477f2b2c-1a56-4105-96c2-ec9dbcc9c1dc-le64.cache-7
1438 mem /var/cache/fontconfig/20f0c343-e6aa-405a-b16e-1d2396e81a89-le64.cache-7
1438 mem /var/cache/fontconfig/fde0d4e7-103f-4daf-b89c-fb00b170eb28-le64.cache-7
1438 mem /var/cache/fontconfig/40212f97-4cc7-4548-be7f-68ce83eb13b8-le64.cache-7
1438 mem /usr/lib/x86_64-linux-gnu/spa-0.2/support/libspa-support.so
1438 mem /usr/lib/x86_64-linux-gnu/gvfs/libgvfscommon.so
1438 mem /usr/lib/x86_64-linux-gnu/gio/modules/libgvfsdbus.so
1438 mem /home/andriy/.cache/mesa_shader_cache/index
1438 mem /usr/lib/x86_64-linux-gnu/dri/kms_swrast_dri.so
1438 mem /usr/lib/x86_64-linux-gnu/libedit.so.2.0.68
1438 mem /usr/lib/x86_64-linux-gnu/dri/vmwgfx_dri.so
1438 mem /var/cache/fontconfig/e663193d-8a00-47cb-8e62-891db2f4bba9-le64.cache-7
1438 mem /var/cache/fontconfig/9ffa42cb-576d-46f2-bffa-8e95681a2ff9-le64.cache-7
1438 mem /var/cache/fontconfig/af233d75-18db-4cc2-b924-7f3437bbcd1b-le64.cache-7
1438 mem /var/cache/fontconfig/89478ce9-30d8-4a55-ae88-949bad048a7a-le64.cache-7
1438 mem /var/cache/fontconfig/12bdbe5b-9263-4254-968c-ec31d7230cb1-le64.cache-7
1438 mem /var/cache/fontconfig/e172787d-094c-4afc-91ab-238a5dc56fe0-le64.cache-7
1438 mem /var/cache/fontconfig/b20be5e8-6f35-41e2-a803-d7ee295ff71b-le64.cache-7
1438 mem /var/cache/fontconfig/db75646b-0540-4873-abea-6981ccddc7ce-le64.cache-7
1438 mem /var/cache/fontconfig/7e346847-5971-4b7a-9bde-56a9e0439b1b-le64.cache-7
1438 mem /var/cache/fontconfig/0258f221-5e9d-4bfc-880d-c6883487e143-le64.cache-7
1438 mem /usr/lib/x86_64-linux-gnu/libvulkan.so.1.3.204
1438 mem /usr/lib/x86_64-linux-gnu/libdrm_nouveau.so.2.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libdrm_amdgpu.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libelf-0.186.so
1438 mem /usr/lib/x86_64-linux-gnu/libdrm_radeon.so.1.0.1
1438 mem /usr/lib/x86_64-linux-gnu/libsensors.so.5.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxshmfence.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-sync.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-dri3.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-xfixes.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-dri2.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libglapi.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libEGL_mesa.so.0.0.0
1438 mem /var/cache/fontconfig/c69068bc-c8e5-4135-a366-6de24b03a9b2-le64.cache-7
1438 mem /var/cache/fontconfig/9e456dd2-bc11-4387-9bea-440f1313e096-le64.cache-7
1438 mem /usr/lib/x86_64-linux-gnu/spa-0.2/support/libspa-journal.so
1438 mem /usr/share/locale-langpack/en/LC_MESSAGES/gtk30.mo
1438 mem /usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so
1438 DEL
1438 mem /usr/lib/locale/locale-archive
1438 mem /usr/lib/x86_64-linux-gnu/libbrotlicommon.so.1.0.9
1438 mem /usr/lib/x86_64-linux-gnu/libmd.so.0.0.5
1438 mem /usr/lib/x86_64-linux-gnu/libogg.so.0.8.5
1438 mem /usr/lib/x86_64-linux-gnu/libvorbis.so.0.4.9
1438 mem /usr/lib/x86_64-linux-gnu/libicudata.so.70.1
1438 mem /usr/lib/x86_64-linux-gnu/libdatrie.so.1.4.0
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libgmp.so.10.4.1
1438 mem /usr/lib/x86_64-linux-gnu/libhogweed.so.6.4
1438 mem /usr/lib/x86_64-linux-gnu/libnettle.so.8.4
1438 mem /usr/lib/x86_64-linux-gnu/libtasn1.so.6.6.2
1438 mem /usr/lib/x86_64-linux-gnu/libunistring.so.2.2.0
1438 mem /usr/lib/x86_64-linux-gnu/libidn2.so.0.3.7
1438 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1438 mem /usr/lib/x86_64-linux-gnu/libbrotlidec.so.1.0.9
1438 mem /usr/lib/x86_64-linux-gnu/libevdev.so.2.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libmtdev.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-xkb.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libbsd.so.0.11.5
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-util.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libltdl.so.7.3.1
1438 mem /usr/lib/x86_64-linux-gnu/libtdb.so.1.4.5
1438 mem /usr/lib/x86_64-linux-gnu/libvorbisfile.so.3.3.8
1438 mem /usr/lib/x86_64-linux-gnu/libGLX.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libGLdispatch.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libtinfo.so.6.3
1438 mem /usr/lib/x86_64-linux-gnu/libicuuc.so.70.1
1438 mem /usr/lib/x86_64-linux-gnu/libicui18n.so.70.1
1438 mem /usr/lib/x86_64-linux-gnu/libuuid.so.1.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libexpat.so.1.8.7
1438 mem /usr/lib/x86_64-linux-gnu/libgraphite2.so.3.2.1
1438 mem /usr/lib/x86_64-linux-gnu/libthai.so.0.3.1
1438 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1438 mem /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libseccomp.so.2.5.3
1438 mem /usr/lib/x86_64-linux-gnu/libxkbregistry.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgnutls.so.30.31.0
1438 mem /usr/lib/x86_64-linux-gnu/libcap.so.2.44
1438 mem /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3
1438 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1438 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1438 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1438 mem /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libgck-1.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libjpeg.so.8.2.2
1438 mem /usr/lib/x86_64-linux-gnu/libXrender.so.1.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-render.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-shm.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libpng16.so.16.37.0
1438 mem /usr/lib/x86_64-linux-gnu/libfreetype.so.6.18.1
1438 mem /usr/lib/x86_64-linux-gnu/libpixman-1.so.0.40.0
1438 mem /usr/lib/x86_64-linux-gnu/libwayland-client.so.0.20.0
1438 mem /usr/lib/x86_64-linux-gnu/libwayland-egl.so.1.20.0
1438 mem /usr/lib/x86_64-linux-gnu/libwayland-cursor.so.0.20.0
1438 mem /usr/lib/x86_64-linux-gnu/libGLESv2.so.2.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libgbm.so.1.0.0
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libdrm.so.2.4.0
1438 mem /usr/lib/x86_64-linux-gnu/libSM.so.6.0.1
1438 mem /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-res.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-randr.so.0.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libX11-xcb.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxkbcommon-x11.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libxkbfile.so.1.0.2
1438 mem /usr/lib/x86_64-linux-gnu/libXcursor.so.1.0.2
1438 mem /usr/lib/x86_64-linux-gnu/libICE.so.6.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libXinerama.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libpipewire-0.3.so.0.348.0
1438 mem /usr/lib/x86_64-linux-gnu/libstartup-notification-1.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libudev.so.1.7.2
1438 mem /usr/lib/x86_64-linux-gnu/libgudev-1.0.so.0.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libxkbcommon.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libcanberra.so.0.2.5
1438 mem /usr/lib/x86_64-linux-gnu/libwacom.so.9.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libXtst.so.6.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libXrandr.so.2.2.0
1438 mem /usr/lib/x86_64-linux-gnu/libXcomposite.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libXdamage.so.1.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
1438 mem /usr/lib/x86_64-linux-gnu/libGL.so.1.7.0
1438 mem /usr/lib/x86_64-linux-gnu/libEGL.so.1.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libjson-glib-1.0.so.0.600.6
1438 mem /usr/lib/x86_64-linux-gnu/libgcc_s.so.1
1438 mem /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.30
1438 mem /usr/lib/x86_64-linux-gnu/libreadline.so.8.1
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libatspi.so.0.0.1
1438 mem /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.13
1438 mem /usr/lib/x86_64-linux-gnu/libfontconfig.so.1.12.0
1438 mem /usr/lib/x86_64-linux-gnu/libharfbuzz.so.0.20704.0
1438 mem /usr/lib/x86_64-linux-gnu/libpango-1.0.so.0.5000.6
1438 mem /usr/lib/x86_64-linux-gnu/libpangoft2-1.0.so.0.5000.6
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libepoxy.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libatk-1.0.so.0.23609.1
1438 mem /usr/lib/x86_64-linux-gnu/libcairo-gobject.so.2.11600.0
1438 mem /usr/lib/x86_64-linux-gnu/libXi.so.6.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libm.so.6
1438 DEL
1438 mem /usr/lib/x86_64-linux-gnu/libffi.so.8.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1438 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
1438 mem /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.7200.1
1438 mem /usr/lib/x86_64-linux-gnu/libgnome-desktop-3.so.19.3.0
1438 mem /usr/lib/x86_64-linux-gnu/libXfixes.so.3.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libsecret-1.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libnm.so.0.1.0
1438 mem /usr/lib/x86_64-linux-gnu/libsystemd.so.0.32.0
1438 mem /usr/lib/x86_64-linux-gnu/libgcr-base-3.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libpolkit-gobject-1.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libpolkit-agent-1.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libX11.so.6.4.0
1438 mem /usr/lib/x86_64-linux-gnu/libwayland-server.so.0.20.0
1438 mem /usr/lib/x86_64-linux-gnu/libgraphene-1.0.so.0.1000.8
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/libmutter-cogl-10.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgdk_pixbuf-2.0.so.0.4200.8
1438 mem /usr/lib/x86_64-linux-gnu/libcairo.so.2.11600.0
1438 mem /usr/lib/x86_64-linux-gnu/libgdk-3.so.0.2404.29
1438 mem /usr/lib/gnome-shell/libst-1.0.so
1438 mem /usr/lib/gnome-shell/libgnome-shell-menu.so
1438 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1438 mem /usr/lib/x86_64-linux-gnu/libmutter-10.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgirepository-1.0.so.1.0.0
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/libmutter-cogl-pango-10.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/mutter-10/libmutter-clutter-10.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libgjs.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libatk-bridge-2.0.so.0.0.0
1438 mem /usr/lib/x86_64-linux-gnu/libpangocairo-1.0.so.0.5000.6
1438 mem /usr/lib/x86_64-linux-gnu/libgtk-3.so.0.2404.29
1438 mem /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.7200.1
1438 mem /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.7200.1
1438 mem /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.7200.1
1438 mem /usr/lib/x86_64-linux-gnu/libxcb-present.so.0.0.0
1438 mem /home/andriy/.config/dconf/user
1438 mem /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
